name,date,message
luke,2014-02-06,Added macros for common NAMED and SET_NAMED usage idioms.
ripley,2014-02-06,comment out GC for now
ripley,2014-02-06,clean up code
ripley,2014-02-05,warn on code in finalizers
hornik,2014-02-05,Make looping consistent.
ripley,2014-02-05,add warning about finalizers
murdoch,2014-02-05,Handle infinite value in constant approx (PR#15655)
hornik,2014-02-04,Improve CRAN status summaries.
hornik,2014-02-03,Improve CRAN status summaries.
hornik,2014-02-03,Move logging code to separate file.
hornik,2014-02-02,Add mechanism for having checking add a CRAN status summary in the footer of the check log.
hornik,2014-02-02,Improve detection of check results.
plummer,2014-02-02,Added C++ 11 compiler information to configure summary
murdoch,2014-02-02,typo
murdoch,2014-02-02,typo
ripley,2014-02-02,more sanity checks
ripley,2014-02-01,comment on empty arguments in all.equal
ripley,2014-02-01,wording and markup improvements
ripley,2014-02-01,update
ripley,2014-02-01,move check.attributes after ...
plummer,2014-01-31,Allow packages to specify dependency on C++11 without Makeconf
ripley,2014-01-31,add bounds check to SET_VECTOR_ELT/SET_STRING_ELT
murrell,2014-01-30,"bug fix for pushing grid viewports (only record viewport, NOT pushedvp, on graphics engine display list)"
ripley,2014-01-30,avoid abbreviations
murdoch,2014-01-30,Remove unused code
murdoch,2014-01-29,"Source refs are now built in a regular pairlist, not a ""stretchy list""."
ripley,2014-01-26,legibility
ripley,2014-01-26,avoid partial/positional match
ripley,2014-01-26,avoid partial match
ripley,2014-01-26,avoid partial match
ripley,2014-01-26,avoid partial matches
ripley,2014-01-26,update
ripley,2014-01-26,update
ripley,2014-01-26,not yet
ripley,2014-01-26,avoid partial matches in all.equal()
ripley,2014-01-26,move ... arg in attr.all.equal
ripley,2014-01-26,grammar
maechler,2014-01-25,"all.equal.list(): require ""list-like"" fixing long-standing buglet"
ripley,2014-01-25,comment out undocumented additional requirement
hornik,2014-01-25,analyze_license() does not disambiguate components.
hornik,2014-01-25,Spelling.
hornik,2014-01-25,Markup.
ripley,2014-01-25,typo
ripley,2014-01-25,avoid gratuitous partial matches
ripley,2014-01-25,sweep up after r64862
maechler,2014-01-24,"all.equal(list(1), identity) now works"
maechler,2014-01-24,tweak r64862 : all.equal.list()
ripley,2014-01-24,& not &&
ripley,2014-01-24,a more cautious check
ripley,2014-01-24,better differentiate polym from poly
ripley,2014-01-24,expand comments on Stata
maechler,2014-01-23,"all.equal.list(*, use.names=TRUE)"
ripley,2014-01-23,"analyse_license() passed ""MIT License"" as a single component"
ripley,2014-01-23,improve title and other improvements
ripley,2014-01-23,special treatment of survival not needed any more
luke,2014-01-22,Revert inadvertent commit.
luke,2014-01-22,INCREMENT/DECREMENT refcnt on RHS in assignment instead of FIXUP_RHS_NAMED.
ripley,2014-01-22,"updates, clarifications"
ripley,2014-01-22,skip vignettes in survival for now
hornik,2014-01-21,Rd syntax.
ripley,2014-01-20,change comments
ripley,2014-01-20,clarify comment
ripley,2014-01-20,another approach for c64808
ripley,2014-01-20,more docs on C++11 support
ripley,2014-01-20,allow configure to append to CXX1XSTD
ripley,2014-01-20,more on C++ and F9x
ripley,2014-01-20,tweak
ripley,2014-01-20,tweak
ripley,2014-01-20,update
ripley,2014-01-20,add explicit casts
ripley,2014-01-20,move C++11 support to m4/R.m4
ripley,2014-01-20,tweaks
ripley,2014-01-19,add some documentation of maintainer mode
ripley,2014-01-19,typo
ripley,2014-01-19,document configure options for C++11 compilation
murdoch,2014-01-19,Changes to pushBack to support read.table in non-UTF8 locales.
ripley,2014-01-19,make use of local copy of ax_cxx_compile_stdcxx_11
ripley,2014-01-19,incorporate macros to test for C++11 features
ripley,2014-01-19,"add noBreaks. arg to warning(), make use of it"
ripley,2014-01-19,strengthen Cygwin comments
murdoch,2014-01-18,Document GetVersionEx errors.
hornik,2014-01-18,Spelling.
maechler,2014-01-17,"Fix PR#15641: pbeta(x, a,b, log.p=TRUE) for very small a,b"
urbaneks,2014-01-17,add reg. test for PR#15642
urbaneks,2014-01-17,fix PR#15642
ripley,2014-01-17,tweak comments
ripley,2014-01-17,add regression test
ripley,2014-01-17,more on perils of abbreviations
ripley,2014-01-17,survival 'growed'
ripley,2014-01-17,better fix for abbreviated names
ripley,2014-01-17,cleanup
ripley,2014-01-17,some incoming checks were being skipped for new submissions
ripley,2014-01-17,another example for operf
ripley,2014-01-17,some tidying up
ripley,2014-01-16,more exceptions if you have src/install.libs.R
ripley,2014-01-16,update
ripley,2014-01-16,update
ripley,2014-01-16,set 'tzone' when %z is used for strptime()
ripley,2014-01-16,updates
ripley,2014-01-16,add comments
ripley,2014-01-16,document new tests
ripley,2014-01-16,"increase buffer sizes, hide internal function"
luke,2014-01-15,rep.int in rep2 could create shared substructure without setting NAMED.
ripley,2014-01-15,code cleanup
ripley,2014-01-15,"do not require repos set, but note for incoming checks"
ripley,2014-01-15,try to use NA for unknown gmtoff
ripley,2014-01-15,add checks to function version of LENGTH
deepayan,2014-01-15,Added comment related to completion
deepayan,2014-01-15,bugfix: disable completion after ??
ripley,2014-01-15,wording/punctuation tweaks
maechler,2014-01-15,"makeARIMA(*, SSinit = ""Rossignol"") -- ""fixing"" PR#14682"
ripley,2014-01-15,strptime: only look at locale strings at first use of locale-specific format
ripley,2014-01-15,update
ripley,2014-01-15,increase sizes now OS X bottleneck has been identified
ripley,2014-01-15,cache locale results
ripley,2014-01-14,add note
ripley,2014-01-14,another test skipped if no imports
ripley,2014-01-14,tweaks
ripley,2014-01-14,update
ripley,2014-01-14,add example for operf
maechler,2014-01-13,comments; print ifdef DEBUG_pnch
maechler,2014-01-13,thinko (only $ifdef DEBUG_p)
maechler,2014-01-13,"print.table(*, zero.print): keep it simple and correct"
ripley,2014-01-13,add check for cycles in the installation order
ripley,2014-01-13,more bad_imp computation down
maechler,2014-01-13,"comments only modifications of ""section headers"" (incl Emacs outline mode navigation)"
ripley,2014-01-13,a package might declare imports but have none
ripley,2014-01-12,Luke added a copy
ripley,2014-01-12,typo
ripley,2014-01-12,replace fast by update in Kalman*
hornik,2014-01-12,Spelling.
hornik,2014-01-12,Add as.matrix() method for ftable objects. Suggestion by Michael Friendly <friendly@yorku.ca> and William Dunlop <wdunlap@tibco.com>.
ripley,2014-01-12,do element extraction at C level
ripley,2014-01-12,do element extraction at C level
ripley,2014-01-12,add forecasting examples
ripley,2014-01-12,tweaks in Kalman filtering
luke,2014-01-11,"nlminb now duplicates parameter vectors between calls to user functions, since nlminb modifies the vector and the user functions might store it."
hornik,2014-01-11,Fix bug in formatting news dbs.
ripley,2014-01-11,explain more of the impact of rr64724
murdoch,2014-01-11,Missing \item
ripley,2014-01-11,tweak
ripley,2014-01-11,performance tweaks for Kalman filtering code
ripley,2014-01-11,efficiency tweaks
ripley,2014-01-11,add comment
ripley,2014-01-10,improve example
ripley,2014-01-10,typo
luke,2014-01-10,Avoid duplicating the right hand side values in complex assignments when possible. Based on suggestions from Michael Lawrence.
ripley,2014-01-10,move encoding warning
ripley,2014-01-10,typo in clean target
ripley,2014-01-10,another tweak from PCRE svn
ripley,2014-01-10,another tweak from PCRE svn
ripley,2014-01-10,get fix from SVN
ripley,2014-01-10,allow readLines(warn=FALSE) to suppress warnings on embedded nuls
ripley,2014-01-09,fulfil PR#15631
ripley,2014-01-09,ordering issues
ripley,2014-01-09,partially back out for now
ripley,2014-01-09,update
ripley,2014-01-09,make sure system TZ is picked up early enough
ripley,2014-01-08,some clarification in the sense of 'vector' used
murdoch,2014-01-08,getSrcref failed on some methods
ripley,2014-01-08,typo
ripley,2014-01-08,match R-patched
ripley,2014-01-08,add regression test for skipNul argument
ripley,2014-01-08,revert unintentional part of r64682
ripley,2014-01-08,code cleanup: - make use of C99 features - move comments to just above the code they refer to
ripley,2014-01-08,we have double indices as well
ripley,2014-01-08,add skipNul argument
ripley,2014-01-07,warn on embedded nuls on scan etc
ripley,2014-01-07,PR#15625 expected files with embedded nuls to work
ripley,2014-01-07,add test for tanpi(0.5)
ripley,2014-01-07,"add comments, merge code branches"
hornik,2014-01-07,Use LDFLAGS when building Rscript.
murrell,2014-01-06,bug fix for pch=14
ripley,2014-01-06,tweaks
ripley,2014-01-06,tweaks
ripley,2014-01-06,separate out cospi etc
ripley,2014-01-06,cope with Solaris cpp and its paths
ripley,2014-01-06,avoid inappropriate use of long
ripley,2014-01-06,update
ripley,2014-01-06,look in sunmath
ripley,2014-01-06,tweaks from PCRE svn to avoid gcc warnings
ripley,2014-01-06,add header
ripley,2014-01-06,make more use of R_pow_di
ripley,2014-01-06,use of long comes from f2c and is  32/64-bit inconsistent
ripley,2014-01-06,"avoid exp10, as at least on glibc it is not accurate enough"
ripley,2014-01-06,more tidying up
ripley,2014-01-06,catch up with R-patched
ripley,2014-01-05,copyright dates
ripley,2014-01-05,update copyright dates
ripley,2014-01-05,update
ripley,2014-01-05,gmtoff is  a longer name
ripley,2014-01-05,avoid macro for exp10 for now
ripley,2014-01-05,correct/standardize copyright dates
ripley,2014-01-05,correct/standardize copyright dates
ripley,2014-01-05,more use of R_D_forceint
ripley,2014-01-05,make use of atan[2]pi where available
ripley,2014-01-05,clarify
ripley,2014-01-05,file PR#15624
ripley,2014-01-05,more tests for potentially useful math functions
ripley,2014-01-05,add condition
ripley,2014-01-05,apparently some == tests rely on system pow ...
ripley,2014-01-05,make use of exp10 when available
ripley,2014-01-05,doc comment
ripley,2014-01-05,comments in the light of draft C11 extensions
ripley,2014-01-05,legacy use of atan(1) to get pi
ripley,2014-01-05,start adding tests of C11 extension math functions
hornik,2014-01-05,Spelling.
ripley,2014-01-04,add some details
ripley,2014-01-04,finish port to Windows
ripley,2014-01-04,allow more forms of compression for TIFF
ripley,2014-01-04,tweaks to wording or rendering
ripley,2014-01-03,doc catcup
ripley,2014-01-03,doc update
ripley,2014-01-03,allow env variable USE_CXX1X
ripley,2014-01-03,tweak install.packages() for binary installs
ripley,2014-01-03,only require LinkingTo packages to be present at installation
ripley,2014-01-03,remove installation warning on .First.lib
ripley,2014-01-02,check LinkingTo field for nonsense
ripley,2014-01-02,"more comprehensive support for %Y modifiers put back %+, as a fairly sensible default."
ripley,2014-01-02,note restrivted tange for years
ripley,2014-01-02,updates
murdoch,2014-01-01,Copyright again.
murdoch,2014-01-01,"Fix PR#15621, backtick escaping."
ripley,2014-01-01,fix for PR#15619
murdoch,2014-01-01,Copyright date
murdoch,2014-01-01,"Fix PR#15534, deparsing of complex values."
ripley,2014-01-01,doc tweaks
maechler,2014-01-01,"dnorm(x, log=FALSE) for |x| > 5 is more accurate; PR#15620"
ripley,2014-01-01,use C locale mandated %c implement %P (glibc extension)
ripley,2014-01-01,update
ripley,2014-01-01,make use of nl_langinfo where available
ripley,2014-01-01,check for nl_langinfo
ripley,2014-01-01,make use of localtime_r
ripley,2014-01-01,add check for POSIX gmtime_r/localtime_r
ripley,2014-01-01,tweak
ripley,2014-01-01,"make more use of typedef, add comments"
ripley,2014-01-01,enhancement for 32-bit platforms with tm_gmtoff
ripley,2013-12-31,no longer any need to special-case specifications not available on Windows
ripley,2013-12-31,tweaks
ripley,2013-12-31,more details on output formats
ripley,2013-12-31,Windows printf formats
ripley,2013-12-31,implemnent POSIX 2008 modifiers
ripley,2013-12-31,make internal tzcode the default on OS X
ripley,2013-12-30,"update URL, more info"
ripley,2013-12-30,updates
ripley,2013-12-30,code clean up
ripley,2013-12-30,use local tm_gmtoff/tm_tzone
ripley,2013-12-30,more on PCRE 8.34
ripley,2013-12-29,update PCRE to 8.34
ripley,2013-12-29,tests for %V etc in strftime
ripley,2013-12-29,Windows tweaks
ripley,2013-12-29,use timegm for %z
ripley,2013-12-29,tweak for non-tm_zone case
ripley,2013-12-29,tweak
ripley,2013-12-29,add strftime based on the one in tzcode
ripley,2013-12-29,modify for platforms without tm_gmtoff
ripley,2013-12-29,add exotic date-time tests
ripley,2013-12-29,default to FALSE for now
ripley,2013-12-29,add BSD-based components to POSIXlt class
ripley,2013-12-28,add test for tm_gmtoff
ripley,2013-12-28,improve Windows workaround
ripley,2013-12-28,allow POSIXlt to record tzone abbrebiations as per BSD
ripley,2013-12-28,typo
ripley,2013-12-28,version for use with glibc
ripley,2013-12-28,add tests of struct tm
ripley,2013-12-28,add casts
ripley,2013-12-28,clean up use of i
ripley,2013-12-28,"for consistency and future expansion, use libtz.a"
ripley,2013-12-28,migrate name handling to C code
ripley,2013-12-28,avoid effects of localtime changing tznames code tidy up
ripley,2013-12-27,partial backout for Windows
ripley,2013-12-27,tidy up
hornik,2013-12-27,Spelling.
ripley,2013-12-27,tweak
ripley,2013-12-27,add header
ripley,2013-12-27,"separate date and current time files, use header file"
ripley,2013-12-26,clarify which permissions are copied on Windows
ripley,2013-12-26,preserve file times on Windows
ripley,2013-12-26,"add date preservation to file.copy(), not yet on Windows"
ripley,2013-12-26,comment on behaviour for non-URLs (after a bug report!)
ripley,2013-12-26,"use """" for UTC, NA for unknown time zone"
ripley,2013-12-26,switch default arg for Sys.timezone()
ripley,2013-12-26,tweaks
ripley,2013-12-26,doc updates
ripley,2013-12-25,update
ripley,2013-12-25,doc updates
ripley,2013-12-25,doc updates
ripley,2013-12-25,"more on time zones, OS X"
ripley,2013-12-25,tweaks for using internal tzcode
ripley,2013-12-25,back out
ripley,2013-12-25,updates
ripley,2013-12-25,add casts
ripley,2013-12-25,update
ripley,2013-12-25,tweaks
ripley,2013-12-25,put header back
ripley,2013-12-25,tweak
ripley,2013-12-25,more on enabling use of internal tzcode
ripley,2013-12-25,begin allowing use of internal tzcode on Unix
ripley,2013-12-25,back out for now
ripley,2013-12-25,tweaks after compiling with clang
ripley,2013-12-25,tweaks to internal mktime/localtime
ripley,2013-12-25,tzone offsets can be partial minutes
ripley,2013-12-25,change example
ligges,2013-12-25,"new mirror in Ilheus (BA), Brazil"
ripley,2013-12-24,mention operf
ripley,2013-12-24,fix for PR15613 with 32-bit time_t
ripley,2013-12-24,tweak comments and code
ripley,2013-12-24,correct faulty merge
ripley,2013-12-24,tweaks
ripley,2013-12-24,more precautions for things shown by UBSan
ripley,2013-12-24,"ldouble overflows are undefined, so handle ourselves"
ripley,2013-12-24,tweaks re C++11 and UBSan
ripley,2013-12-24,tweaks re C++11 and UBSan
